id,lineage,type,country
ERR2514366,3,training,United Kingdom
ERR2510556,3,training,Pakistan
ERR2516933,3,training,United Kingdom
ERR2510428,3,training,Pakistan
ERR2510364,3,training,Pakistan
ERR2517017,3,training,United Kingdom
ERR2510464,3,training,Pakistan
ERR2512660,3,training,United Kingdom
SRR2100917,3,training,NA
ERR1034614,3,training,Pakistan
SRR2100248,3,training,NA
SRR2100112,3,training,NA
ERR400497,3,training,United Kingdom
SRR2101229,3,training,NA
ERR2516940,3,training,United Kingdom
SRR2100921,3,training,NA
ERR2514009,3,training,United Kingdom
SRR2101009,3,training,NA
ERR2513726,3,training,United Kingdom
ERR2512708,3,training,United Kingdom
ERR2513449,3,training,United Kingdom
ERR2512787,3,training,United Kingdom
SRR2100512,3,training,NA
SRR2100534,3,training,NA
SRR2100535,3,training,NA
SRR2101188,3,training,NA
ERR2513442,3,training,United Kingdom
ERR2513729,3,training,United Kingdom
ERR2510646,3,training,Pakistan
ERR2515060,3,training,United Kingdom
ERR2199770,3,training,Germany
ERR2510551,3,training,Pakistan
ERR2510560,3,training,Pakistan
ERR2517093,3,training,United Kingdom
SRR2100838,3,training,NA
ERR2512648,3,training,United Kingdom
SRR2100372,3,training,NA
ERR2512908,3,training,United Kingdom
ERR2510263,3,training,Pakistan
ERR2514965,3,training,United Kingdom
ERR2513827,3,training,United Kingdom
SRR2100136,3,training,NA
SRR2100605,3,training,NA
ERR2512551,3,training,United Kingdom
ERR2514217,3,training,United Kingdom
ERR2510264,3,training,Pakistan
ERR2515094,3,training,United Kingdom
ERR2517421,3,training,Netherlands
SRR2100323,3,training,NA
SRR2100279,3,training,NA
ERR2514806,3,training,United Kingdom
ERR2512661,3,training,United Kingdom
SRR2100123,3,training,NA
ERR2517134,3,training,Netherlands
SRR2100036,3,training,NA
ERR2516832,3,training,United Kingdom
ERR2517289,3,training,Netherlands
ERR2517411,3,training,Netherlands
ERR2510571,3,training,Pakistan
ERR2517351,3,training,Netherlands
ERR2517041,3,training,United Kingdom
ERR2514236,3,training,United Kingdom
ERR2510245,3,training,Pakistan
ERR2510549,3,training,Pakistan
ERR2510550,3,training,Pakistan
SRR2101045,3,training,NA
ERR2510328,3,training,Pakistan
ERR2510648,3,training,Pakistan
ERR2516923,3,training,United Kingdom
ERR2517043,3,training,United Kingdom
SRR6046285,3,training,United Kingdom
ERR2510500,3,training,Pakistan
ERR2510589,3,training,Pakistan
ERR2513715,3,training,United Kingdom
ERR551559,3,training,NA
ERR552863,3,training,NA
ERR2512974,3,training,United Kingdom
ERR2513243,3,training,United Kingdom
ERR2514010,3,training,United Kingdom
ERR751695,3,training,Thailand
ERR2514016,3,training,United Kingdom
SRR2100862,3,training,NA
SRR2101105,3,training,NA
SRR2100875,3,training,NA
SRR6046093,3,training,United Kingdom
SRR6046607,3,training,United Kingdom
ERR2515076,3,training,United Kingdom
SRR6045142,3,training,United Kingdom
SRR1173090_SRR1172911,3,training,India
SRR6044904,3,training,United Kingdom
ERR2199782,3,training,Germany
ERR2516392,3,training,Belgium
SRR2101043,3,training,NA
SRR2100863,3,training,NA
SRR2101004,3,training,NA
ERR2512572,3,training,United Kingdom
ERR2510484,3,training,Pakistan
ERR2510486,3,training,Pakistan
ERR2513316,3,training,United Kingdom
SRR2100589,3,training,NA
ERR2510541,3,training,Pakistan
SRR2100224,3,training,NA
ERR2513425,3,training,United Kingdom
SRR6044975,3,training,United Kingdom
ERR2513871,3,training,United Kingdom
SRR6045336,3,training,United Kingdom
ERR2512721,3,training,United Kingdom
ERR2515160,3,training,South Africa
ERR2513802,3,training,United Kingdom
ERR2512918,3,training,United Kingdom
ERR2512943,3,training,United Kingdom
SRR6046461,3,training,United Kingdom
ERR2513145,3,training,United Kingdom
ERR2514893,3,training,United Kingdom
ERR2513787,3,training,United Kingdom
ERR2516627,3,training,Netherlands
SRR2100458,3,training,NA
ERR2516764,3,training,United Kingdom
ERR400348,3,training,United Kingdom
ERR2510270,3,training,Pakistan
ERR2510342,3,training,Pakistan
SRR6044784,3,training,United Kingdom
SRR6044817,3,training,United Kingdom
ERR2512688,3,training,United Kingdom
ERR2513544,3,training,United Kingdom
ERR2514005,3,training,United Kingdom
ERR2516918,3,training,United Kingdom
ERR2510446,3,training,Pakistan
SRR2100297,3,training,NA
SRR2101295,3,training,NA
ERR2513775,3,training,United Kingdom
ERR2514950,3,training,United Kingdom
ERR2516996,3,training,United Kingdom
ERR2517067,3,training,United Kingdom
ERR2512821,3,training,United Kingdom
SRR2100294,3,training,NA
ERR2510268,3,training,Pakistan
ERR2510273,3,training,Pakistan
ERR2515058,3,training,United Kingdom
ERR2514624,3,training,United Kingdom
ERR2513143,3,training,United Kingdom
ERR2514556,3,training,United Kingdom
SRR2100304,3,training,NA
ERR2510296,3,training,Pakistan
ERR2512854,3,training,United Kingdom
ERR2513913,3,training,United Kingdom
ERR2512995,3,training,United Kingdom
ERR2513053,3,training,United Kingdom
ERR2513577,3,training,United Kingdom
ERR1034697,3,training,India
ERR2512946,3,training,United Kingdom
ERR2513018,3,training,United Kingdom
ERR2513058,3,training,United Kingdom
ERR2510302,3,training,Pakistan
SRR2101072,3,training,NA
ERR2513159,3,training,United Kingdom
SRR6046551,3,training,United Kingdom
ERR2515690,3,training,South Africa
SRR6045197,3,training,United Kingdom
ERR2513022,3,training,United Kingdom
SRR6046064,3,training,United Kingdom
ERR2513997,3,training,United Kingdom
SRR2099977,3,training,NA
ERR2514384,3,training,United Kingdom
SRR2100791,3,training,NA
ERR2513182,3,training,United Kingdom
ERR2513534,3,training,United Kingdom
SRR6045838,3,training,United Kingdom
ERR2514524,3,training,United Kingdom
ERR2514986,3,training,United Kingdom
ERR2516883,3,training,United Kingdom
ERR2512976,3,training,United Kingdom
ERR2514661,3,training,United Kingdom
ERR551658,3,training,NA
ERR2512496,3,training,United Kingdom
ERR2512774,3,training,United Kingdom
ERR2513928,3,training,United Kingdom
SRR6046048,3,training,United Kingdom
SRR2101167,3,training,NA
ERR2514037,3,training,United Kingdom
SRR6046279,3,training,United Kingdom
SRR2100544,3,training,NA
ERR2199773,3,training,Germany
ERR2517486,3,training,Netherlands
ERR2512722,3,training,United Kingdom
SRR2100040,3,training,NA
SRR2100841,3,training,NA
ERR2513196,3,training,United Kingdom
ERR2513849,3,training,United Kingdom
ERR2514440,3,training,United Kingdom
SRR671873,3,training,China
ERR190402,3,training,Malawi
ERR2510465,3,training,Pakistan
SRR2101166,3,training,NA
ERR2516402,3,training,Netherlands
ERR2516617,3,training,Netherlands
ERR2510451,3,training,Pakistan
ERR2513509,3,training,United Kingdom
ERR2513590,3,training,United Kingdom
ERR2514387,3,training,United Kingdom
SRR6046221,3,training,United Kingdom
ERR2517221,3,training,Netherlands
ERR2512888,3,training,United Kingdom
ERR2513009,3,training,United Kingdom
SRR2100205,3,training,NA
SRR2100405,3,training,NA
ERR1034583,3,training,Pakistan
ERR1034596,3,training,Pakistan
ERR2510587,3,training,Pakistan
ERR1034612,3,training,Pakistan
ERR2516890,3,training,United Kingdom
SRR2100385,3,training,NA
ERR2514543,3,training,United Kingdom
SRR6044805,3,training,United Kingdom
ERR2514225,3,training,United Kingdom
ERR2510507,3,training,Pakistan
SRR2100661,3,training,NA
ERR2514535,3,training,United Kingdom
ERR550876,3,training,NA
ERR2514516,3,training,United Kingdom
SRR2101051,3,training,NA
SRR2101211,3,training,NA
ERR2513964,3,training,United Kingdom
ERR400328,3,training,United Kingdom
ERR2512877,3,training,United Kingdom
ERR2512978,3,training,United Kingdom
ERR2514023,3,training,United Kingdom
SRR6045089,3,training,United Kingdom
ERR2513620,3,training,United Kingdom
ERR2513046,3,training,United Kingdom
ERR2513689,3,training,United Kingdom
ERR2510608,3,training,Pakistan
ERR2513651,3,training,United Kingdom
ERR2517491,3,training,Netherlands
ERR2514540,3,training,United Kingdom
SRR2100523,3,training,NA
SRR5341214,3,training,India
ERR2512679,3,training,United Kingdom
ERR550955,3,training,NA
ERR2517063,3,training,United Kingdom
ERR2513788,3,training,United Kingdom
ERR2513410,3,training,United Kingdom
SRR2100553,3,training,NA
SRR2100808,3,training,NA
SRR6044982,3,training,United Kingdom
ERR2514455,3,training,United Kingdom
ERR2513576,3,training,United Kingdom
ERR2514238,3,training,United Kingdom
ERR2510699,3,training,Pakistan
ERR2510383,3,training,Pakistan
ERR2510467,3,training,Pakistan
SRR2100120,3,training,NA
SRR2100470,3,training,NA
SRR2100129,3,training,NA
SRR2100201,3,training,NA
ERR400392,3,training,United Kingdom
SRR6046457,3,training,United Kingdom
ERR2513684,3,training,United Kingdom
ERR2514095,3,training,United Kingdom
SRR6045831,3,training,United Kingdom
ERR017779_ERR019853,3,training,Russia
ERR2515099,3,training,United Kingdom
ERR2514539,3,training,United Kingdom
ERR2513605,3,training,United Kingdom
ERR550699,3,training,NA
SRR2100843,3,training,NA
ERR2514369,3,training,United Kingdom
SRR2100857,3,training,NA
ERR2510542,3,training,Pakistan
ERR2510442,3,training,Pakistan
ERR2510449,3,training,Pakistan
SRR2101302,3,training,NA
SRR2100048,3,training,NA
ERR2510294,3,training,Pakistan
ERR2512385,3,training,United Kingdom
ERR2513118,3,training,United Kingdom
SRR2100934,3,training,NA
ERR2510381,3,training,Pakistan
SRR2100575,3,training,NA
SRR2100892,3,training,NA
ERR2512812,3,training,United Kingdom
SRR2099935,3,training,NA
ERR400354,3,training,United Kingdom
ERR400446,3,training,United Kingdom
SRR6046376,3,training,United Kingdom
ERR2513472,3,training,United Kingdom
ERR2513778,3,training,United Kingdom
ERR2514550,3,training,United Kingdom
ERR2513401,3,training,United Kingdom
ERR2513829,3,training,United Kingdom
SRR2100359_SRR2467270,3,training,NA
ERR2513418,3,training,United Kingdom
SRR2100340,3,training,NA
SRR2100358,3,training,NA
ERR2517488,3,training,Netherlands
ERR1035146,3,training,Saudi Arabia
SRR2101820,3,training,NA
SRR2101826,3,training,NA
ERR2517599,3,training,Netherlands
SRR6045211,3,training,United Kingdom
ERR2517267,3,training,Netherlands
ERR551751,3,training,NA
ERR2517215,3,training,Netherlands
ERR2517448,3,training,Netherlands
ERR751689,3,training,Thailand
ERR752042,3,training,Thailand
ERR2514046,3,training,United Kingdom
SRR2101109,3,training,NA
ERR2512932,3,training,United Kingdom
ERR2516661,3,training,Netherlands
ERR2517587,3,training,Netherlands
ERR072021,3,training,United States
ERR072022,3,training,United States
ERR2514080,3,training,United Kingdom
ERR2513680,3,training,United Kingdom
SRR2100233,3,training,NA
ERR2512671,3,training,United Kingdom
ERR2513860,3,training,United Kingdom
ERR2517324,3,training,Netherlands
ERR2517539,3,training,Netherlands
ERR2517186,3,training,Netherlands
ERR2517506,3,training,Netherlands
ERR2517501,3,training,Netherlands
ERR2517601,3,training,Netherlands
ERR2513269,3,training,United Kingdom
SRR2100974,3,training,NA
ERR2512510,3,training,United Kingdom
ERR2513469,3,training,United Kingdom
ERR2513672,3,training,United Kingdom
ERR2514772,3,training,United Kingdom
ERR2516596,3,training,Netherlands
SRR2100042,3,training,NA
ERR2514373,3,training,United Kingdom
ERR1035148,3,training,Saudi Arabia
ERR2513109,3,training,United Kingdom
ERR2513975,3,training,United Kingdom
ERR2514308,3,training,United Kingdom
SRR2100356,3,training,NA
ERR2514756,3,training,United Kingdom
SRR2100839,3,training,NA
ERR176498,3,training,Malawi
ERR176785,3,training,Malawi
ERR2515077,3,training,United Kingdom
ERR046862,3,training,United States
ERR046863,3,training,United States
ERR161062,3,training,Malawi
ERR176825,3,training,Malawi
ERR181703,3,training,Malawi
ERR2515089,3,training,United Kingdom
ERR2514004,3,training,United Kingdom
ERR2514833,3,training,United Kingdom
ERR1034933,3,training,South Africa
ERR1034983,3,training,South Africa
ERR552436,3,training,NA
ERR2517355,3,training,Netherlands
ERR2517375,3,training,Netherlands
ERR2517225,3,training,Netherlands
ERR550662,3,training,NA
SRR2099986,3,training,NA
SRR2100289,3,training,NA
ERR2517394,3,training,Netherlands
ERR2517649,3,training,Netherlands
ERR2517621,3,training,Netherlands
SRR2101160,3,training,NA
ERR2517257,3,training,Netherlands
ERR2517586,3,training,Netherlands
SRR2100369,3,training,NA
ERR2199957,3,training,Germany
SRR6045141,3,training,United Kingdom
ERR2516999,3,training,United Kingdom
ERR2517623,3,training,Netherlands
SRR6046761,3,training,United Kingdom
ERR2517483,3,training,Netherlands
SRR2100953,3,training,NA
ERR2512948,3,training,United Kingdom
ERR2517498,3,training,Netherlands
ERR2517574,3,training,Netherlands
SRR6045685,3,training,United Kingdom
ERR2512545,3,training,United Kingdom
SRR6044993,3,training,United Kingdom
ERR2517525,3,training,Netherlands
ERR2517202,3,training,Netherlands
SRR2101287,3,training,NA
SRR3675238,3,training,United Kingdom
ERR2517640,3,training,Netherlands
ERR2512620,3,training,United Kingdom
SRR2100786,3,training,NA
ERR2514105,3,training,United Kingdom
ERR2516956,3,training,United Kingdom
ERR400472,3,training,United Kingdom
ERR2514517,3,training,United Kingdom
SRR2100351,3,training,NA
ERR2517465,3,training,Netherlands
ERR2516495,3,training,Netherlands
ERR2517622,3,training,Netherlands
ERR2514295,3,training,United Kingdom
SRR2100031,3,training,NA
ERR2512907,3,training,United Kingdom
SRR2101258,3,training,NA
ERR2513630,3,training,United Kingdom
SRR3675587,3,training,United Kingdom
ERR2517126,3,training,Netherlands
ERR2517189,3,training,Netherlands
ERR2517292,3,training,Netherlands
ERR2517210,3,training,Netherlands
ERR2517417,3,training,Netherlands
ERR2517457,3,training,Netherlands
ERR2513803,3,training,United Kingdom
SRR2100655,3,training,NA
ERR2512433,3,training,United Kingdom
ERR2517263,3,training,Netherlands
ERR2517620,3,training,Netherlands
SRR2100609,3,training,NA
ERR2514869,3,training,United Kingdom
ERR2517602,3,training,Netherlands
ERR2513591,3,training,United Kingdom
ERR2517605,3,training,Netherlands
SRR6045576,3,training,United Kingdom
ERR245747,3,training,Malawi
ERR2513883,3,training,United Kingdom
ERR2514949,3,training,United Kingdom
SRR2100941,3,training,NA
SRR2100938,3,training,NA
SRR2100973,3,training,NA
SRR2100932,3,training,NA
SRR2100557,3,training,NA
SRR2101158,3,training,NA
ERR2513466,3,training,United Kingdom
ERR2515098,3,training,United Kingdom
SRR2099978,3,training,NA
SRR2100842,3,training,NA
